video_id,trending_date,channel_title,category_id,views,likes,dislikes,comment_count,comments_disabled,ratings_disabled,state,lat,lon,geometry,category
OLqPMbo3g2Y,2017-12-14,PlayEven,26,142738,255,107,35,FALSO,FALSO,Meghalaya,25.57049217,91.8800142,POINT (91.88001420000001 25.57049217),Howto & Style
IhayTDC4GTQ,2017-12-14,Marma Ragasiyangal,22,75641,933,117,54,FALSO,FALSO,Haryana,28.45000633,77.01999101,POINT (77.01999101 28.45000633),People & Blogs
niDBHEqRs2g,2017-12-14,BTNews Hindi,24,67142,463,37,5,FALSO,FALSO,Chandigarh,30.71999697,76.78000565,POINT (76.78000565000001 30.71999697),Entertainment
x2KNCpVi-5A,2017-12-14,Manchu Mon,22,84591,0,0,0,VERDADERO,VERDADERO,Rajasthan,26.44999921,74.63998124,POINT (74.63998124 26.44999921),People & Blogs
7Y7fHMIf4rQ,2017-12-14,Pop Chartbusters,10,646530,5931,615,234,FALSO,FALSO,Uttaranchal,30.32040895,78.05000565,POINT (78.05000565 30.32040895),Music
sGUXN9LT80Q,2017-12-14,9Roses Media,24,38895,37,11,0,FALSO,FALSO,Maharashtra,19.25023195,73.16017493,POINT (73.16017493 19.25023195),Entertainment
V7KwrSS98CM,2017-12-14,Nisha Madhulika,26,96352,2072,127,582,FALSO,FALSO,Haryana,28.45000633,77.01999101,POINT (77.01999101 28.45000633),Howto & Style
89AB6NeVDtU,2017-12-14,iDream News,25,90831,91,51,50,FALSO,FALSO,Andaman And Nicobar,11.66702557,92.73598262,POINT (92.73598262 11.66702557),News & Politics
xh7dpY5tTYA,2017-12-14,Hind NEWS™️,25,52125,135,18,9,FALSO,FALSO,Delhi,28.6699929,77.23000403,POINT (77.23000403 28.6699929),News & Politics
3vuI6jxqVk4,2017-12-14,Oneindia Telugu,25,78360,135,24,19,FALSO,FALSO,Andaman And Nicobar,11.66702557,92.73598262,POINT (92.73598262 11.66702557),News & Politics
zW9aLsVj25Y,2017-12-14,VS RECORDS,10,230013,2804,186,315,FALSO,FALSO,Jharkhand,23.80039349,86.41998572,POINT (86.41998572 23.80039349),Music
wWb5gqnIAEI,2017-12-14,2 Minutes News,25,443014,1407,284,214,FALSO,FALSO,West Bengal,22.58039044,88.32994665,POINT (88.32994665 22.58039044),News & Politics
CiBbHTpuRX4,2017-12-14,Oneindia Kannada | ಒನ್ಇಂಡಿಯಾ ಕನ್ನಡ,25,43495,127,58,18,FALSO,FALSO,Punjab,31.51997398,75.98000281,POINT (75.98000281 31.51997398),News & Politics
7Bp0NBcPg4Q,2017-12-14,zeetvtelugu,24,127859,226,58,22,FALSO,FALSO,Chhattisgarh,22.09042035,82.15998734,POINT (82.15998734 22.09042035),Entertainment
eRcYo5FMWKc,2017-12-14,Telugu World visite,27,207491,1744,121,16,FALSO,FALSO,Uttar Pradesh,27.59998069,78.05000565,POINT (78.05000565 27.59998069),Education
4VwSXehlRzA,2017-12-14,Bhavani HD Movies,24,39925,185,10,385,FALSO,FALSO,Mizoram,23.71039899,92.72001461,POINT (92.72001461000001 23.71039899),Entertainment
WhIrj0f3agI,2017-12-14,Infinite view,24,207724,786,152,43,FALSO,FALSO,Nagaland,25.6669979,94.11657019,POINT (94.11657019 25.6669979),Entertainment
eOJVjfwsZD0,2017-12-14,जय माँ वैष्णो देवी,22,19846,196,18,5,FALSO,FALSO,Andaman And Nicobar,11.66702557,92.73598262,POINT (92.73598262 11.66702557),People & Blogs
K4X0Sj0_djg,2017-12-14,zeetamil,24,129827,410,49,22,FALSO,FALSO,Tamil Nadu,12.92038576,79.15004187,POINT (79.15004187 12.92038576),Entertainment
7S7xniaFLO8,2017-12-14,Moviez Adda,24,144944,676,84,8,FALSO,FALSO,West Bengal,22.58039044,88.32994665,POINT (88.32994665 22.58039044),Entertainment
Cq1p4rObZ-M,2017-12-14,Mirchi Guru,24,129316,224,64,0,VERDADERO,FALSO,Andhra Pradesh,14.7504291,78.57002559,POINT (78.57002559 14.7504291),Entertainment
GUGFhdTNXAU,2017-12-14,TAPOBHOOMI Classes,27,44311,1882,79,334,FALSO,FALSO,Arunachal Pradesh,27.10039878,93.61660071,POINT (93.61660071 27.10039878),Education
shVPUWK6gGs,2017-12-14,hmtv News,25,97391,238,27,23,FALSO,FALSO,Meghalaya,25.57049217,91.8800142,POINT (91.88001420000001 25.57049217),News & Politics
69S0CEzEeNw,2017-12-14,Tamil Trending,1,172305,648,213,197,FALSO,FALSO,Himachal Pradesh,31.10002545,77.16659704,POINT (77.16659704 31.10002545),Film & Animation
-2ELfKgAcp8,2017-12-14,TeluguOne,23,35970,699,60,227,FALSO,FALSO,Tamil Nadu,12.92038576,79.15004187,POINT (79.15004187 12.92038576),Comedy
6OvOm7ex6Ms,2017-12-14,Sarthak Music,24,107505,1607,97,262,FALSO,FALSO,Bihar,25.78541445,87.4799727,POINT (87.4799727 25.78541445),Entertainment
ulH_5gS3jx0,2017-12-14,Crazy 4 Bollywood,24,43975,487,78,190,FALSO,FALSO,Lakshadweep,10.56257331,72.63686717,POINT (72.63686717 10.56257331),Entertainment
4yz9qGkgY-s,2017-12-14,ABP Majha,25,24235,385,11,32,FALSO,FALSO,Punjab,31.51997398,75.98000281,POINT (75.98000281 31.51997398),News & Politics
q6XR-fPJf4w,2017-12-14,mallemalatv,24,381939,1861,169,148,FALSO,FALSO,Uttaranchal,30.32040895,78.05000565,POINT (78.05000565 30.32040895),Entertainment
dSZdhcMwHCA,2017-12-14,TsMadaan,26,13990,846,26,86,FALSO,FALSO,Madhya Pradesh,21.30039105,76.13001949,POINT (76.13001949 21.30039105),Howto & Style
bCTyMXhd_IY,2017-12-14,Mana Telugu,22,22805,224,16,0,VERDADERO,FALSO,Andaman And Nicobar,11.66702557,92.73598262,POINT (92.73598262 11.66702557),People & Blogs
gxhOHvtVc90,2017-12-14,Adya Media,24,12341,6,20,14,FALSO,FALSO,Jharkhand,23.80039349,86.41998572,POINT (86.41998572 23.80039349),Entertainment
ZkEyaJIQyU8,2017-12-14,TFPC,24,65413,920,15,27,FALSO,FALSO,Puducherry,11.93499371,79.83000037,POINT (79.83000036999999 11.93499371),Entertainment
LzTJlBl7utg,2017-12-14,Vikatan TV,25,222180,3714,404,608,FALSO,FALSO,Dadra And Nagar Haveli,20.26657819,73.01661779999999,POINT (73.01661780000001 20.26657819),News & Politics
ef_KR7-U3bk,2017-12-14,Galatta Tamil | கலாட்டா தமிழ்,24,231307,1897,231,72,FALSO,FALSO,Dadra And Nagar Haveli,20.26657819,73.01661779999999,POINT (73.01661780000001 20.26657819),Entertainment
r3g8yEdRgQ4,2017-12-15,Telugu Tantra,22,333962,877,161,0,VERDADERO,FALSO,Sikkim,27.3333303,88.6166475,POINT (88.6166475 27.3333303),People & Blogs
Ztbw3tz47JI,2017-12-15,News Mirror,17,1074331,4338,1014,99,FALSO,FALSO,Punjab,31.51997398,75.98000281,POINT (75.98000281 31.51997398),Sports
dSxrZ1ETBU0,2017-12-15,OmFut,24,1246918,1468,888,1,FALSO,FALSO,Haryana,28.45000633,77.01999101,POINT (77.01999101 28.45000633),Entertainment
dKj1h3WJHE0,2017-12-15,The Times of India,17,804924,3623,313,0,FALSO,FALSO,Madhya Pradesh,21.30039105,76.13001949,POINT (76.13001949 21.30039105),Sports
P4XprZQUEx4,2017-12-15,Red Entertainments,24,379396,441,390,107,FALSO,FALSO,Karnataka,12.57038129,76.91999711,POINT (76.91999711 12.57038129),Entertainment
u_UNwdZh-1Y,2017-12-15,ETV Jabardasth,22,455330,2844,217,168,FALSO,FALSO,Jammu And Kashmir,34.29995933,74.46665849,POINT (74.46665849 34.29995933),People & Blogs
UmVSUuv514g,2017-12-15,Tamil  Page,24,789975,1671,677,286,FALSO,FALSO,Sikkim,27.3333303,88.6166475,POINT (88.6166475 27.3333303),Entertainment
QLVhaoausGM,2017-12-15,Movie Talkies,24,819127,5885,500,196,FALSO,FALSO,Lakshadweep,10.56257331,72.63686717,POINT (72.63686717 10.56257331),Entertainment
6ajCr0Lih4I,2017-12-15,Tollywood Nagar,24,448179,803,210,0,VERDADERO,FALSO,Lakshadweep,10.56257331,72.63686717,POINT (72.63686717 10.56257331),Entertainment
GY2K2uLMANk,2017-12-15,Parmish Verma,24,90676,6070,120,479,FALSO,FALSO,Puducherry,11.93499371,79.83000037,POINT (79.83000036999999 11.93499371),Entertainment
TAUTRwEj9Rc,2017-12-15,Mr.Venkat,24,294185,580,115,0,FALSO,FALSO,Mizoram,23.71039899,92.72001461,POINT (92.72001461000001 23.71039899),Entertainment
LPjQIXAqGc8,2017-12-15,Xyz Gyan,22,516702,5086,764,239,FALSO,FALSO,Tripura,23.83540428,91.27999914,POINT (91.27999914 23.83540428),People & Blogs
nYMxERQLXG4,2017-12-15,AK news,25,191239,1439,157,36,FALSO,FALSO,Andhra Pradesh,14.7504291,78.57002559,POINT (78.57002559 14.7504291),News & Politics
aJfIh6vmmSw,2017-12-15,Entertainment Circle,24,410243,773,218,0,VERDADERO,FALSO,Jharkhand,23.80039349,86.41998572,POINT (86.41998572 23.80039349),Entertainment
X31GAj6beVA,2017-12-15,Mr. Reporter,24,1344712,5307,777,483,FALSO,FALSO,Nagaland,25.6669979,94.11657019,POINT (94.11657019 25.6669979),Entertainment
2cKGl0r5kFI,2017-12-15,etvteluguindia,24,149400,612,124,146,FALSO,FALSO,Kerala,8.900372741,76.56999263,POINT (76.56999263 8.900372741),Entertainment
WpFc1XWzyGU,2017-12-15,Pradeep Machiraju,22,682609,5263,260,143,FALSO,FALSO,Delhi,28.6699929,77.23000403,POINT (77.23000403 28.6699929),People & Blogs
388JgZwBGaQ,2017-12-15,Tamil,22,338183,1277,286,125,FALSO,FALSO,Maharashtra,19.25023195,73.16017493,POINT (73.16017493 19.25023195),People & Blogs
t9j4Nf1FUbY,2017-12-15,YOYO TV Channel,25,801642,1101,274,6,FALSO,FALSO,Nagaland,25.6669979,94.11657019,POINT (94.11657019 25.6669979),News & Politics
htukLqYop6g,2017-12-15,Black Sheep,24,141571,10850,171,604,FALSO,FALSO,Sikkim,27.3333303,88.6166475,POINT (88.6166475 27.3333303),Entertainment
MLn_llHg9PA,2017-12-15,V6 News Telugu,25,362688,3395,270,341,FALSO,FALSO,Tamil Nadu,12.92038576,79.15004187,POINT (79.15004187 12.92038576),News & Politics
GQQ5__5iUOk,2017-12-15,Aaj Tak,25,123677,587,208,83,FALSO,FALSO,Sikkim,27.3333303,88.6166475,POINT (88.6166475 27.3333303),News & Politics
jOMA4O-BZEk,2017-12-15,Malayalam News Time,22,284593,0,0,65,FALSO,VERDADERO,Himachal Pradesh,31.10002545,77.16659704,POINT (77.16659704 31.10002545),People & Blogs
pI12D2ZcGEw,2017-12-15,RadaanMedia,24,294225,1554,310,209,FALSO,FALSO,Nagaland,25.6669979,94.11657019,POINT (94.11657019 25.6669979),Entertainment
-5x_xOCOl7Y,2017-12-15,Only News 24x7,25,153158,1849,295,180,FALSO,FALSO,Andhra Pradesh,14.7504291,78.57002559,POINT (78.57002559 14.7504291),News & Politics
ufjhzCUq7ZU,2017-12-15,NEGA NEWS,17,156361,1177,372,99,FALSO,FALSO,Uttaranchal,30.32040895,78.05000565,POINT (78.05000565 30.32040895),Sports
ciwGqzga_Ts,2017-12-15,Kandathum Kettathum,24,187601,6211,300,262,FALSO,FALSO,Himachal Pradesh,31.10002545,77.16659704,POINT (77.16659704 31.10002545),Entertainment
3_FVKT-pfXE,2017-12-15,Flowers Comedy,24,267167,2170,184,407,FALSO,FALSO,Orissa,19.82042971,85.90001746,POINT (85.90001746 19.82042971),Entertainment
zDKSr03AnHc,2017-12-15,Malayalam Muzik247,10,110562,3060,98,117,FALSO,FALSO,Arunachal Pradesh,27.10039878,93.61660071,POINT (93.61660071 27.10039878),Music
ITflhZqN9Iw,2017-12-15,SET India,24,548822,3705,249,0,FALSO,FALSO,Lakshadweep,10.56257331,72.63686717,POINT (72.63686717 10.56257331),Entertainment
5gJo1hN5nuA,2017-12-15,Blockbuster Movies,24,857384,2926,462,26,FALSO,FALSO,Madhya Pradesh,21.30039105,76.13001949,POINT (76.13001949 21.30039105),Entertainment
5AprOYRDHWk,2017-12-15,1 Minutes news,25,282052,649,157,138,FALSO,FALSO,Punjab,31.51997398,75.98000281,POINT (75.98000281 31.51997398),News & Politics
uBO4wV7sgws,2017-12-15,HSB News,17,185927,275,152,13,FALSO,FALSO,Delhi,28.6699929,77.23000403,POINT (77.23000403 28.6699929),Sports
2SGA9KJkLbY,2017-12-15,Polimer News,25,152816,844,174,52,FALSO,FALSO,Puducherry,11.93499371,79.83000037,POINT (79.83000036999999 11.93499371),News & Politics
VKGnphd9v6o,2017-12-15,ETV Plus India,23,301322,1461,188,0,FALSO,FALSO,Mizoram,23.71039899,92.72001461,POINT (92.72001461000001 23.71039899),Comedy
nejf7ZD6rRg,2017-12-15,PlayEven,26,42055,84,22,5,FALSO,FALSO,Tripura,23.83540428,91.27999914,POINT (91.27999914 23.83540428),Howto & Style
h_67XloYXTc,2017-12-15,TheEllenShow,24,577476,13739,294,594,FALSO,FALSO,Chhattisgarh,22.09042035,82.15998734,POINT (82.15998734 22.09042035),Entertainment
FAG0G7y7Wo0,2017-12-15,News Nation,17,215077,1423,105,0,FALSO,FALSO,Karnataka,12.57038129,76.91999711,POINT (76.91999711 12.57038129),Sports
kKLz26BcsdY,2017-12-15,HJ NEWS,25,642500,1093,623,155,FALSO,FALSO,Jammu And Kashmir,34.29995933,74.46665849,POINT (74.46665849 34.29995933),News & Politics
p1SFDjvLLbY,2017-12-15,SAB TV,24,118736,327,51,17,FALSO,FALSO,Uttar Pradesh,27.59998069,78.05000565,POINT (78.05000565 27.59998069),Entertainment
29PYTYlFm9M,2017-12-15,The Lallantop,25,131941,2578,262,234,FALSO,FALSO,Madhya Pradesh,21.30039105,76.13001949,POINT (76.13001949 21.30039105),News & Politics
v9RyaFjC6-Q,2017-12-15,T-Series Apna Punjab,10,97533,995,75,58,FALSO,FALSO,Madhya Pradesh,21.30039105,76.13001949,POINT (76.13001949 21.30039105),Music
8vXpEMxVbJ8,2017-12-15,ABP NEWS,22,115621,472,143,91,FALSO,FALSO,Dadra And Nagar Haveli,20.26657819,73.01661779999999,POINT (73.01661780000001 20.26657819),People & Blogs
iDNESDyr5s4,2017-12-15,Pop Diaries,24,629020,977,171,112,FALSO,FALSO,Tamil Nadu,12.92038576,79.15004187,POINT (79.15004187 12.92038576),Entertainment
HiAAgI0sy_I,2017-12-15,THIRU TV,24,150265,599,159,23,FALSO,FALSO,Goa,15.491997,73.81800065,POINT (73.81800065 15.491997),Entertainment
BxtvSubERwE,2017-12-15,INFINIQUE MEDIA JUNCTION,24,500382,982,554,0,FALSO,FALSO,Maharashtra,19.25023195,73.16017493,POINT (73.16017493 19.25023195),Entertainment
JbiNh_dtqxM,2017-12-15,Garam Chai,24,171012,702,173,132,FALSO,FALSO,West Bengal,22.58039044,88.32994665,POINT (88.32994665 22.58039044),Entertainment
sykLxkX_-2I,2017-12-15,The Quint,17,237060,1519,82,0,FALSO,FALSO,Tamil Nadu,12.92038576,79.15004187,POINT (79.15004187 12.92038576),Sports
_siL9EhgsfA,2017-12-15,Murari Ki Kocktail,1,307363,5063,444,457,FALSO,FALSO,Jharkhand,23.80039349,86.41998572,POINT (86.41998572 23.80039349),Film & Animation
TTrsDfabR8I,2017-12-15,The Wire,25,142339,7121,310,904,FALSO,FALSO,Puducherry,11.93499371,79.83000037,POINT (79.83000036999999 11.93499371),News & Politics
OezSZeVdZCI,2017-12-15,BollywoodHungama.com,24,277986,953,252,156,FALSO,FALSO,Jammu And Kashmir,34.29995933,74.46665849,POINT (74.46665849 34.29995933),Entertainment
mOBA_bu5FTs,2017-12-15,AtoZ Gyan,22,804569,3755,371,302,FALSO,FALSO,Punjab,31.51997398,75.98000281,POINT (75.98000281 31.51997398),People & Blogs
Qo840lxDpoc,2017-12-15,2 Minutes News,25,102969,2249,111,40,FALSO,FALSO,Chandigarh,30.71999697,76.78000565,POINT (76.78000565000001 30.71999697),News & Politics
xiILTSKuCAc,2017-12-15,Jayas Kumar,1,515140,6476,378,1,FALSO,FALSO,Andaman And Nicobar,11.66702557,92.73598262,POINT (92.73598262 11.66702557),Film & Animation
PZ5Rk0h-jUo,2017-12-15,Jass Records,10,191125,7152,134,270,FALSO,FALSO,Himachal Pradesh,31.10002545,77.16659704,POINT (77.16659704 31.10002545),Music
20aZHly_zTY,2017-12-15,Telugu Filmnagar,24,227964,2948,73,9,FALSO,FALSO,Jammu And Kashmir,34.29995933,74.46665849,POINT (74.46665849 34.29995933),Entertainment
PzoCwkRNo_Y,2017-12-15,Shri Devkinandan Thakur Ji,22,101054,9689,375,620,FALSO,FALSO,Delhi,28.6699929,77.23000403,POINT (77.23000403 28.6699929),People & Blogs
hMv8mqlfoaM,2017-12-15,Eagle Media Works,24,163655,403,324,76,FALSO,FALSO,Haryana,28.45000633,77.01999101,POINT (77.01999101 28.45000633),Entertainment
5tLIJKtjYlI,2017-12-15,Friday Poster,24,414907,467,216,71,FALSO,FALSO,Karnataka,12.57038129,76.91999711,POINT (76.91999711 12.57038129),Entertainment
FWOUCA5zIck,2017-12-15,zeetamil,24,148937,437,61,43,FALSO,FALSO,Dadra And Nagar Haveli,20.26657819,73.01661779999999,POINT (73.01661780000001 20.26657819),Entertainment
3JH8QSXxbTc,2017-12-15,Tamil Speedy,22,286135,1972,239,284,FALSO,FALSO,Sikkim,27.3333303,88.6166475,POINT (88.6166475 27.3333303),People & Blogs
r1XjM8-Gojw,2017-12-15,ABN Telugu,25,379025,972,175,0,VERDADERO,FALSO,Mizoram,23.71039899,92.72001461,POINT (92.72001461000001 23.71039899),News & Politics
Tjvml998_UU,2017-12-15,Annapurna Studios,24,177781,6301,203,294,FALSO,FALSO,Kerala,8.900372741,76.56999263,POINT (76.56999263 8.900372741),Entertainment
R6jeHZ18qxw,2017-12-15,Study IQ education,27,46963,2932,31,720,FALSO,FALSO,Bihar,25.78541445,87.4799727,POINT (87.4799727 25.78541445),Education
fDSbZU8S044,2017-12-15,Film Jalsa,24,59774,687,440,215,FALSO,FALSO,Sikkim,27.3333303,88.6166475,POINT (88.6166475 27.3333303),Entertainment
QWuGkei4E74,2017-12-15,NTV Telugu,25,218558,0,0,77,FALSO,VERDADERO,West Bengal,22.58039044,88.32994665,POINT (88.32994665 22.58039044),News & Politics
T52-u-m-3NU,2017-12-15,Tarang TV,24,38325,142,27,3,FALSO,FALSO,Lakshadweep,10.56257331,72.63686717,POINT (72.63686717 10.56257331),Entertainment
4ZjQQ9bpcMc,2017-12-15,World Best News,25,203526,1456,264,120,FALSO,FALSO,Tamil Nadu,12.92038576,79.15004187,POINT (79.15004187 12.92038576),News & Politics
U1rxliXHeG4,2017-12-15,Juke Dock,10,146259,4021,160,166,FALSO,FALSO,Meghalaya,25.57049217,91.8800142,POINT (91.88001420000001 25.57049217),Music
Or0ykC7vvmc,2017-12-15,SunTV Tamil,22,193338,1019,115,111,FALSO,FALSO,Lakshadweep,10.56257331,72.63686717,POINT (72.63686717 10.56257331),People & Blogs
77sf-jOTTII,2017-12-15,SumanTV,26,65900,249,30,24,FALSO,FALSO,Himachal Pradesh,31.10002545,77.16659704,POINT (77.16659704 31.10002545),Howto & Style
6yYwFqYMppY,2017-12-15,Oneindia Tamil | ஒன்இந்தியா தமிழ்,25,158255,2903,57,74,FALSO,FALSO,Tamil Nadu,12.92038576,79.15004187,POINT (79.15004187 12.92038576),News & Politics
9OArhHmSCIU,2017-12-15,Ditto TV,24,104530,425,24,22,FALSO,FALSO,Punjab,31.51997398,75.98000281,POINT (75.98000281 31.51997398),Entertainment
FMxzXPOWKYk,2017-12-15,jaby koay,24,69058,1644,61,530,FALSO,FALSO,Bihar,25.78541445,87.4799727,POINT (87.4799727 25.78541445),Entertainment
JXfMMNYUexE,2017-12-15,S Cube - Hungama,24,142814,157,58,21,FALSO,FALSO,Nagaland,25.6669979,94.11657019,POINT (94.11657019 25.6669979),Entertainment
kMTl20tKOiA,2017-12-15,VIRAL IN  INDIA,22,313229,3089,241,4,FALSO,FALSO,Uttaranchal,30.32040895,78.05000565,POINT (78.05000565 30.32040895),People & Blogs
2_UdLrYZPYQ,2017-12-15,Colors TV,24,104967,335,45,13,FALSO,FALSO,Goa,15.491997,73.81800065,POINT (73.81800065 15.491997),Entertainment
JRolVtynz8g,2017-12-15,a2z Media,24,81042,193,48,26,FALSO,FALSO,Goa,15.491997,73.81800065,POINT (73.81800065 15.491997),Entertainment
YCtuljX2GFE,2017-12-15,Mazhavil Manorama,24,187059,772,129,440,FALSO,FALSO,Tripura,23.83540428,91.27999914,POINT (91.27999914 23.83540428),Entertainment
xrxWNYdwF90,2017-12-15,TAPOBHOOMI Classes,27,59511,1028,97,3,FALSO,FALSO,Orissa,19.82042971,85.90001746,POINT (85.90001746 19.82042971),Education
1dNK7Fjpm8Y,2017-12-15,Top Telugu Media,24,174059,1252,259,126,FALSO,FALSO,Punjab,31.51997398,75.98000281,POINT (75.98000281 31.51997398),Entertainment
UAPBlI2f6ZU,2017-12-15,SOUTH FDFS,22,61198,102,93,17,FALSO,FALSO,Maharashtra,19.25023195,73.16017493,POINT (73.16017493 19.25023195),People & Blogs
zgRJBucGX-I,2017-12-15,zeemarathi,24,42335,106,10,1,FALSO,FALSO,Dadra And Nagar Haveli,20.26657819,73.01661779999999,POINT (73.01661780000001 20.26657819),Entertainment
p99Qga6yq0k,2017-12-15,zeetv,24,202405,671,92,39,FALSO,FALSO,Dadra And Nagar Haveli,20.26657819,73.01661779999999,POINT (73.01661780000001 20.26657819),Entertainment
1Sub7Pq0u_o,2017-12-15,only ias,27,21490,0,0,0,VERDADERO,VERDADERO,Haryana,28.45000633,77.01999101,POINT (77.01999101 28.45000633),Education
1AfQZzX6CjM,2017-12-15,Stars and News,22,393278,847,503,500,FALSO,FALSO,Punjab,31.51997398,75.98000281,POINT (75.98000281 31.51997398),People & Blogs
dRvwjTgAGPE,2017-12-15,Bollywood Aajkal,24,406719,1213,208,54,FALSO,FALSO,Chandigarh,30.71999697,76.78000565,POINT (76.78000565000001 30.71999697),Entertainment
Gd1XTKyb3k4,2017-12-15,ETV Andhra Pradesh,25,97035,490,72,56,FALSO,FALSO,Nagaland,25.6669979,94.11657019,POINT (94.11657019 25.6669979),News & Politics
hirWrQNzd9A,2017-12-15,New Bharathi Studio,24,25834,89,16,4,FALSO,FALSO,Jammu And Kashmir,34.29995933,74.46665849,POINT (74.46665849 34.29995933),Entertainment
rvWM5tI-XFU,2017-12-15,First Show,24,114076,1130,79,117,FALSO,FALSO,Madhya Pradesh,21.30039105,76.13001949,POINT (76.13001949 21.30039105),Entertainment
VBPPLZ9vI7E,2017-12-15,Yellow Pixel - Tollywood Updates - News,24,204773,1733,40,0,FALSO,FALSO,West Bengal,22.58039044,88.32994665,POINT (88.32994665 22.58039044),Entertainment
fFIg8WbeiUw,2017-12-15,Art Attack Records,10,57380,5386,6,18,FALSO,FALSO,Nagaland,25.6669979,94.11657019,POINT (94.11657019 25.6669979),Music
K5houy6BSBU,2017-12-15,zeetvtelugu,24,88375,139,21,34,FALSO,FALSO,Nagaland,25.6669979,94.11657019,POINT (94.11657019 25.6669979),Entertainment
Wdy-YCw0syU,2017-12-15,Dream Warrior Pictures,1,58398,1901,15,72,FALSO,FALSO,Puducherry,11.93499371,79.83000037,POINT (79.83000036999999 11.93499371),Film & Animation
GPV_kxv20GI,2017-12-15,chandanavana,24,84281,262,48,18,FALSO,FALSO,Chhattisgarh,22.09042035,82.15998734,POINT (82.15998734 22.09042035),Entertainment
wfCmRAz1GzQ,2017-12-15,Wave Music - Bhojpuri Movies,1,306045,622,236,61,FALSO,FALSO,Tripura,23.83540428,91.27999914,POINT (91.27999914 23.83540428),Film & Animation
pMgq5V-xV0o,2017-12-15,AP24x7,25,324382,1860,387,0,VERDADERO,FALSO,Maharashtra,19.25023195,73.16017493,POINT (73.16017493 19.25023195),News & Politics
QS08leUQO88,2017-12-15,Youth Cinema Talent,24,165448,785,293,0,VERDADERO,FALSO,Lakshadweep,10.56257331,72.63686717,POINT (72.63686717 10.56257331),Entertainment
MDO2ALHQ-qM,2017-12-15,Mahathalli,24,225770,4000,749,874,FALSO,FALSO,Tripura,23.83540428,91.27999914,POINT (91.27999914 23.83540428),Entertainment
dTMQX8g6pAA,2017-12-15,Vijay Television,24,188701,682,42,119,FALSO,FALSO,Sikkim,27.3333303,88.6166475,POINT (88.6166475 27.3333303),Entertainment
B4s0xeuNRLw,2017-12-15,Smile Settai,23,133903,5043,348,358,FALSO,FALSO,Tripura,23.83540428,91.27999914,POINT (91.27999914 23.83540428),Comedy
WeMGHzO5QZI,2017-12-15,Desi Tips hindi,26,43034,348,60,16,FALSO,FALSO,Andhra Pradesh,14.7504291,78.57002559,POINT (78.57002559 14.7504291),Howto & Style
ibLexE8oczQ,2017-12-15,9Roses Media,24,42802,77,17,9,FALSO,FALSO,Maharashtra,19.25023195,73.16017493,POINT (73.16017493 19.25023195),Entertainment
9Pa47Bj3O6k,2017-12-15,TV9 Live,25,163778,1057,216,451,FALSO,FALSO,Arunachal Pradesh,27.10039878,93.61660071,POINT (93.61660071 27.10039878),News & Politics
ax5RMteun4o,2017-12-15,Whatsapp funny,24,48781,208,35,31,FALSO,FALSO,Haryana,28.45000633,77.01999101,POINT (77.01999101 28.45000633),Entertainment
rt8pLzYgVjs,2017-12-15,Mor Haryanvi,24,488611,4173,371,247,FALSO,FALSO,Kerala,8.900372741,76.56999263,POINT (76.56999263 8.900372741),Entertainment
bzjtqEtyhNI,2017-12-15,Radio Mirchi Tamil,24,91023,6779,59,260,FALSO,FALSO,Karnataka,12.57038129,76.91999711,POINT (76.91999711 12.57038129),Entertainment
wS7okEDsAWI,2017-12-15,T-Series Bhakti Sagar,10,178789,1534,203,178,FALSO,FALSO,Chhattisgarh,22.09042035,82.15998734,POINT (82.15998734 22.09042035),Music
3H3dmVhoy_I,2017-12-15,Trending Visuals,24,39281,318,45,15,FALSO,FALSO,Andhra Pradesh,14.7504291,78.57002559,POINT (78.57002559 14.7504291),Entertainment
H60ax6ajPL4,2017-12-15,Kolly Infos,24,53118,316,14,8,FALSO,FALSO,Jharkhand,23.80039349,86.41998572,POINT (86.41998572 23.80039349),Entertainment
bBxUuqJuG3c,2017-12-15,agn,22,25460,195,22,13,FALSO,FALSO,Orissa,19.82042971,85.90001746,POINT (85.90001746 19.82042971),People & Blogs
FJ7F0oxwnak,2017-12-15,Suda Suda,25,34586,129,18,21,FALSO,FALSO,Maharashtra,19.25023195,73.16017493,POINT (73.16017493 19.25023195),News & Politics
kRcMkRTZQcY,2017-12-15,News Express,25,50135,992,197,306,FALSO,FALSO,Andhra Pradesh,14.7504291,78.57002559,POINT (78.57002559 14.7504291),News & Politics
QhaH1SZ3eqo,2017-12-15,IndiaGlitz Tamil Movies | Interviews | Shooting Spot | Review | Gossip,24,57064,2018,147,184,FALSO,FALSO,Haryana,28.45000633,77.01999101,POINT (77.01999101 28.45000633),Entertainment
sZiF-VWbgeY,2017-12-15,Brijnaari Sumi,22,35096,647,51,57,FALSO,FALSO,Punjab,31.51997398,75.98000281,POINT (75.98000281 31.51997398),People & Blogs
fitAJBB-aUA,2017-12-15,Irahul Vohra,23,60041,4095,81,501,FALSO,FALSO,Jharkhand,23.80039349,86.41998572,POINT (86.41998572 23.80039349),Comedy
JUzlad-cQg4,2017-12-15,Cinemakkaryam,24,121502,969,96,127,FALSO,FALSO,Tamil Nadu,12.92038576,79.15004187,POINT (79.15004187 12.92038576),Entertainment
